Order No,Order Date,Order Year,Customer Name,Address,City,State,Customer Type,Account Manager,Order Priority,Product Name,Product Category,Product Container,Order Quantity,Cost Price,Retail Price,Profit Margin,Total
6012-1,8/8/2015,2015,Tanja Norvell,"541 Church St,Richmond",Melbourne,VIC,Corporate,Yvette Biti,High,Artisan Printable Repositionable Plastic Tabs,Office Supplies,Small Box,15,$5.33 ,$8.60 ,$3.27 ,$130.03 
6014-1,8/10/2015,2015,Nora Price,"7 Khartoum Rd,Macquarie Park",Sydney,NSW,Small Business,Preston Senome,Not Specified,Alto 3-Hole Punch,Office Supplies,Small Box,24,$2.76 ,$4.38 ,$1.62 ,$109.23 
6014-2,8/10/2015,2015,Nora Price,"7 Khartoum Rd,Macquarie Park",Sydney,NSW,Small Business,Preston Senome,Not Specified,Apex Forged Steel Scissors with Black Enamel Handles,Office Supplies,Small Pack,30,$4.10 ,$9.31 ,$5.21 ,$274.90 
6017-1,8/11/2015,2015,Raymond Book,"Shop 1, 186-190 Church Street,Parramatta;46a Macleay Street,Potts Point",Sydney,NSW,Consumer,Mihael Khan,High,HFX LaserJet 3310 Copier,Technology,Large Box,46,$377.99 ,$599.99 ,$222.00 ,"$25,692.06 "
6019-1,8/11/2015,2015,Christine Sundaresam,"7 Khartoum Rd,Macquarie Park",Sydney,NSW,Small Business,Preston Senome,High,Pizazz Colored Pencils,Office Supplies,Wrap Bag,39,$1.76 ,$2.94 ,$1.18 ,$110.88 
6021-1,8/11/2015,2015,Steve Carroll,"Macquarie Centre Cnr Herring Road & Waterloo Road,Macquarie Park",Sydney,NSW,Consumer,Nicholas Fernandes,High,TechSavi Access Keyboard,Technology,Small Box,7,$10.07 ,$15.98 ,$5.91 ,$111.39 
6023-1,8/12/2015,2015,Grant Carroll,"10 O'Connell St,Sydney",Sydney,NSW,Corporate,Aanya Zhang,Not Specified,TechSavi Internet Navigator Keyboard,Technology,Small Box,8,$6.51 ,$30.98 ,$24.47 ,$239.47 
6025-1,8/14/2015,2015,Nona Balk,"120 Hardware St,Melbourne",Melbourne,VIC,Corporate,Connor Betts,Medium,Steady Major Accent Highlighters,Office Supplies,Wrap Bag,48,$3.75 ,$7.08 ,$3.33 ,$331.99 
6027-1,8/15/2015,2015,Jim Kriz,"85-113 Dunning Ave,Roseberry",Sydney,NSW,Consumer,Mihael Khan,High,Binder Posts,Office Supplies,Small Box,32,$3.50 ,$5.74 ,$2.24 ,$174.00 
6029-1,8/21/2015,2015,Nora Pelletier,"5/250 Old Northern Road,Castle Hill",Sydney,NSW,Home Office,Nicholas Fernandes,Not Specified,Self-Adhesive Ring Binder Labels,Office Supplies,Small Box,38,$2.18 ,$3.52 ,$1.34 ,$128.55 
6030-1,8/22/2015,2015,Bryan Spruell,"1 John Street,Waterloo",Sydney,NSW,Home Office,Charlie Bui,Low,TechSavi Access Keyboard,Technology,Small Box,6,$10.07 ,$15.98 ,$5.91 ,$90.29 
6032-1,8/23/2015,2015,Fred McMath,"10 Bligh St,Melbourne",Melbourne,VIC,Small Business,Yvette Biti,Low,"Alto Six-Outlet Power Strip, 4 Cord Length",Office Supplies,Small Box,8,$3.53 ,$8.62 ,$5.09 ,$73.46 
6034-1,8/24/2015,2015,Alejandro Ballentine,"412 Brunswick St,Fitzroy",Melbourne,VIC,Small Business,Connor Betts,High,"24 Capacity Maxi Data Binder Racks, Pearl",Office Supplies,Small Box,2,$84.22 ,$210.55 ,$126.33 ,$410.04 
6036-1,8/24/2015,2015,Eleni McCrary,"79 Elliott St,Balmain",Sydney,NSW,Corporate,Aanya Zhang,Low,"Creator Anti Dust Chalk, 12/Pack",Office Supplies,Wrap Bag,42,$1.09 ,$1.82 ,$0.73 ,$71.32 
6037-1,8/24/2015,2015,Dan Campbell,"1/173-179 Bronte Rd,Waverley",Sydney,NSW,Small Business,Leighton Forrest,Critical,Steady 52201 APSCO Electric Pencil Sharpener,Office Supplies,Small Pack,28,$16.80 ,$40.97 ,$24.17 ,"$1,110.26 "
6038-1,8/26/2015,2015,Kelly Williams,"499-501 Lygon Street,Carlton North",Melbourne,VIC,Corporate,Yvette Biti,Medium,Airmail Envelopes,Office Supplies,Small Box,3,$52.04 ,$83.93 ,$31.89 ,$271.78 
6039-1,8/26/2015,2015,Edward Becker,"501 George St,Sydney",Sydney,NSW,Corporate,Samantha Chairs,Not Specified,Artisan 487 Labels,Office Supplies,Small Box,39,$2.29 ,$3.69 ,$1.40 ,$140.09 
6042-1,8/28/2015,2015,Phillip Flathmann,"Macquarie Centre Cnr Herring Road & Waterloo Road,Macquarie Park",Sydney,NSW,Small Business,Nicholas Fernandes,Critical,Artisan 481 Labels,Office Supplies,Small Box,6,$1.94 ,$3.08 ,$1.14 ,$19.10 
6044-1,8/30/2015,2015,Maxwell Schwartz,"3 Orwell St,Potts Point",Sydney,NSW,Corporate,Leighton Forrest,Medium,600 Series Flip,Technology,Small Box,26,$41.28 ,$95.99 ,$54.71 ,"$2,454.82 "
6046-1,8/31/2015,2015,Sally Knutson,32/82 King Street,Perth,WA,Consumer,Mihael Khan,Low,3Max Organizer Strips,Office Supplies,Small Box,14,$3.40 ,$5.40 ,$2.00 ,$81.87 
6048-1,8/31/2015,2015,Larry Hughes,"541 Church St,Richmond",Melbourne,VIC,Home Office,Yvette Biti,Critical,Beekin 6 Outlet Metallic Surge Strip,Office Supplies,Small Box,50,$4.46 ,$10.89 ,$6.43 ,$500.00 
6050-1,9/2/2015,2015,Giulietta Baptist,"Hoyts Entertainment Quarter 122 Lang Road,Moore Park",Sydney,NSW,Home Office,Tina Carlton,Medium,TechSavi Cordless Elite Duo,Technology,Small Box,9,$60.59 ,$100.98 ,$40.39 ,$825.12 
6052-1,9/2/2015,2015,Cindy Stewart,"1/173-179 Bronte Rd,Waverley",Sydney,NSW,Corporate,Leighton Forrest,Medium,UGen Ultra Professional Cordless Optical Suite,Technology,Small Box,20,$156.50 ,$300.97 ,$144.47 ,"$5,725.61 "
6054-1,9/3/2015,2015,Grant Thornton,"98 Holdsworth Street,Woollahra",Sydney,NSW,Corporate,Natasha Song,Low,Beekin 6 Outlet Metallic Surge Strip,Office Supplies,Small Box,3,$4.46 ,$10.89 ,$6.43 ,$34.56 
6056-1,9/4/2015,2015,Victor Price,"180 High Street,Windsor",Melbourne,VIC,Consumer,Connor Betts,Medium,Cando S750 Color Inkjet Printer,Technology,Jumbo Drum,46,$75.00 ,$120.97 ,$45.97 ,"$5,201.40 "
6057-1,9/6/2015,2015,Roy Collins,6 Brookman Street,Perth,WA,Corporate,Natasha Song,Critical,TechSavi Cordless Elite Duo,Technology,Small Box,44,$60.59 ,$100.98 ,$40.39 ,"$4,050.42 "
6058-1,9/7/2015,2015,Naresj Patel,"106 Ebley Street,Bondi Junction",Sydney,NSW,Small Business,Leighton Forrest,High,Smiths SlimLine Pencil Sharpener,Office Supplies,Small Pack,48,$4.79 ,$11.97 ,$7.18 ,$568.88 
6059-1,9/8/2015,2015,Beth Thompson,"101 Murray Street, Perth",Sydney,NSW,Corporate,Mihael Khan,High,Alto Memo Cubes,Office Supplies,Wrap Bag,20,$3.32 ,$5.18 ,$1.86 ,$99.42 
6061-1,9/8/2015,2015,Laura Armstrong,"240-242 Johnston Street,Fitzroy",Melbourne,VIC,Small Business,Connor Betts,High,Bagged Rubber Bands,Office Supplies,Wrap Bag,31,$0.24 ,$1.26 ,$1.02 ,$37.42 
6063-1,9/10/2015,2015,Luke Weiss,"88 Oxford St,Woollahra",Sydney,NSW,Corporate,Charlie Bui,Critical,Colored Envelopes,Office Supplies,Small Box,23,$2.25 ,$3.69 ,$1.44 ,$85.67 
6065-1,9/11/2015,2015,Cyra Reiten,"Westfield 1 Anderson St,Chatswood",Sydney,NSW,Consumer,Nicholas Fernandes,Not Specified,Pizazz Colored Pencils,Office Supplies,Wrap Bag,47,$1.76 ,$2.94 ,$1.18 ,$133.46 
6066-1,9/12/2015,2015,Bobby Elias,"37/59 Brewer Street, Perth",Melbourne,VIC,Small Business,Connor Betts,Not Specified,Assorted Color Push Pins,Office Supplies,Wrap Bag,6,$0.87 ,$1.81 ,$0.94 ,$10.85 
6067-1,9/15/2015,2015,Ricardo Emerson,"Westfield Sydney,Sydney",Sydney,NSW,Corporate,Natasha Song,Critical,Binder Clips by OIC,Office Supplies,Wrap Bag,1,$0.93 ,$1.48 ,$0.55 ,$2.17 
6068-1,9/16/2015,2015,Mitch Webber,"Hoyts Entertainment Quarter 122 Lang Road,Moore Park",Sydney,NSW,Corporate,Tina Carlton,Low,Apex Office Executive Series Stainless Steel Trimmers,Office Supplies,Small Pack,49,$3.51 ,$8.57 ,$5.06 ,$421.87 
6070-1,9/17/2015,2015,Naresj Patel,"106 Ebley Street,Bondi Junction",Sydney,NSW,Small Business,Leighton Forrest,Not Specified,Smiths Gold Paper Clips,Office Supplies,Wrap Bag,3,$1.82 ,$2.98 ,$1.16 ,$10.16 
6071-1,9/25/2015,2015,Denise Leinenbach,"8 Rankins Lane ,Melbourne",Melbourne,VIC,Home Office,Connor Betts,Not Specified,Artisan Legal 4-Ring Binder,Office Supplies,Small Box,10,$13.64 ,$20.98 ,$7.34 ,$198.70 
6072-1,9/25/2015,2015,Roy Phan,"506 Swan Street,Richmond",Melbourne,VIC,Corporate,Connor Betts,Critical,Self-Adhesive Ring Binder Labels,Office Supplies,Small Box,13,$2.18 ,$3.52 ,$1.34 ,$48.93 
6074-1,9/26/2015,2015,Yana Sorensen,"53-55 Liverpool St,Sydney",Sydney,NSW,Corporate,Tina Carlton,High,3Max Organizer Strips,Office Supplies,Small Box,10,$3.40 ,$5.40 ,$2.00 ,$59.62 
6076-1,9/27/2015,2015,Anthony Johnson,"10 Lake Street, Perth",Sydney,NSW,Small Business,Tina Carlton,Not Specified,Xit Blank Computer Paper,Office Supplies,Small Box,20,$12.39 ,$19.98 ,$7.59 ,$385.39 
6077-1,9/27/2015,2015,Brad Norvell,"120 Hardware St,Melbourne",Melbourne,VIC,Corporate,Yvette Biti,Low,Xit Blank Computer Paper,Office Supplies,Small Box,34,$12.39 ,$19.98 ,$7.59 ,$644.33 
6079-1,9/28/2015,2015,Maria Bertelson,"188 Pitt Street,Sydney",Sydney,NSW,Home Office,Tina Carlton,Not Specified,Steady Major Accent Highlighters,Office Supplies,Wrap Bag,37,$3.75 ,$7.08 ,$3.33 ,$243.35 
6081-1,9/29/2015,2015,Michael Oakman,"8 Rankins Lane ,Melbourne",Melbourne,VIC,Small Business,Connor Betts,Medium,Binder Posts,Office Supplies,Small Box,26,$3.50 ,$5.74 ,$2.24 ,$149.77 
6083-1,10/1/2015,2015,Damala Kotsonis,"Macquarie Centre Cnr Herring Road & Waterloo Road,Macquarie Park",Sydney,NSW,Corporate,Nicholas Fernandes,Low,"Artisan Hi-Liter Comfort Grip Fluorescent Highlighter, Yellow Ink",Office Supplies,Wrap Bag,4,$1.05 ,$1.95 ,$0.90 ,$8.73 
6085-1,10/9/2015,2015,Janet Lee,"Hoyts Entertainment Quarter 122 Lang Road,Moore Park",Sydney,NSW,Consumer,Tina Carlton,High,Emerson Stylus 1520 Color Inkjet Printer,Technology,Jumbo Drum,25,$315.61 ,$500.97 ,$185.36 ,"$12,343.07 "
6086-1,10/12/2015,2015,Bobby Trafton,"8/2 Edward Street, Perth",Sydney,NSW,Corporate,Mihael Khan,High,Smiths General Use 3-Ring Binders,Office Supplies,Small Box,29,$1.18 ,$1.88 ,$0.70 ,$50.56 
6088-1,10/13/2015,2015,Clytie Kelty,"8 Khartoum Rd,Macquarie Park",Sydney,NSW,Small Business,Radhya Staples,Low,Cando PC940 Copier,Technology,Jumbo Drum,47,$278.99 ,$449.99 ,$171.00 ,"$20,775.54 "
6090-1,10/15/2015,2015,Barbara Fisher,"3/265 Stirling Street, Perth",Melbourne,VIC,Small Business,Connor Betts,Critical,3Max Organizer Strips,Office Supplies,Small Box,8,$3.40 ,$5.40 ,$2.00 ,$50.98 
6094-1,10/20/2015,2015,Eva Jacobs,"Westfield 1 Anderson St,Chatswood",Sydney,NSW,Home Office,Nicholas Fernandes,Low,Artisan Reinforcements for Hole-Punch Pages,Office Supplies,Small Box,4,$1.19 ,$1.98 ,$0.79 ,$12.06 
6095-1,10/21/2015,2015,Kelly Lampkin,"310 Wattle St,Ultimo",Sydney,NSW,Home Office,Aanya Zhang,Medium,OIC Bulk Pack Metal Binder Clips,Office Supplies,Wrap Bag,3,$2.13 ,$3.49 ,$1.36 ,$11.13 
6096-1,10/21/2015,2015,Sung Shariari,"6/15 Cross Street,Double Bay",Sydney,NSW,Corporate,Leighton Forrest,High,Smiths General Use 3-Ring Binders,Office Supplies,Small Box,6,$1.18 ,$1.88 ,$0.70 ,$11.98 
6098-1,10/24/2015,2015,Annie Thurman,"101 Murray Street, Perth",Melbourne,VIC,Consumer,Yvette Biti,Critical,"Angle-D Binders with Locking Rings, Label Holders",Office Supplies,Small Box,34,$4.53 ,$7.30 ,$2.77 ,$248.47 
6099-1,10/24/2015,2015,Shahid Hopkins,"438 Victoria Avenue,Chatswood",Sydney,NSW,Small Business,Natasha Song,High,Colored Envelopes,Office Supplies,Small Box,47,$2.25 ,$3.69 ,$1.44 ,$175.93 
6100-1,10/28/2015,2015,William Brown,"3 Carrington Road ,Box Hill",Melbourne,VIC,Corporate,Yvette Biti,Not Specified,HFX 6S Scientific Calculator,Technology,Medium Box,46,$7.92 ,$12.99 ,$5.07 ,$601.00 
6102-1,10/31/2015,2015,Gary Zandusky,"Shop 1, 186-190 Church Street,Parramatta;46a Macleay Street,Potts Point",Sydney,NSW,Home Office,Mihael Khan,High,Deluxe Rollaway Locking File with Drawer,Office Supplies,Small Box,21,$178.83 ,$415.88 ,$237.05 ,"$7,958.84 "
6103-1,10/31/2015,2015,Tamara Manning,"184 King Street,Newtown",Sydney,NSW,Corporate,Charlie Bui,High,UGen Ultra Professional Cordless Optical Suite,Technology,Small Box,23,$156.50 ,$300.97 ,$144.47 ,"$6,514.15 "
6104-1,11/1/2015,2015,Bobby Trafton,"8/2 Edward Street, Perth",Sydney,NSW,Small Business,Mihael Khan,Low,"DrawIt Pizazz Watercolor Pencils, 10-Color Set with Brush",Office Supplies,Wrap Bag,47,$2.39 ,$4.26 ,$1.87 ,$187.40 
6104-2,11/1/2015,2015,Bobby Trafton,"8/2 Edward Street, Perth",Sydney,NSW,Small Business,Mihael Khan,Low,"Steady Colorific Colored Pencils, 12/Box",Office Supplies,Wrap Bag,17,$1.30 ,$2.88 ,$1.58 ,$45.56 
6108-1,11/6/2015,2015,Vivek Grady,"99 Lygon Street,East Brunswick",Melbourne,VIC,Corporate,Connor Betts,High,TechSavi Cordless Access Keyboard,Technology,Small Box,20,$14.70 ,$29.99 ,$15.29 ,$581.31 
6109-1,11/6/2015,2015,Mitch Gastineau,"85-113 Dunning Ave,Rosebery",Sydney,NSW,Small Business,Mihael Khan,Low,TypeRight Side-Opening Peel & Seel Expanding Envelopes,Office Supplies,Small Box,49,$54.29 ,$90.48 ,$36.19 ,"$4,231.83 "
6110-1,11/7/2015,2015,Cindy Schnelling,"240-242 Johnston Street,Fitzroy",Melbourne,VIC,Corporate,Connor Betts,Critical,Steady Liquid Accent Highlighters,Office Supplies,Wrap Bag,12,$3.47 ,$6.68 ,$3.21 ,$76.85 
6112-1,11/10/2015,2015,Peter Fuller,"Westfield Miranda, 600 Kingsway,Miranda",Sydney,NSW,Corporate,Preston Senome,Low,Binder Clips by OIC,Office Supplies,Wrap Bag,19,$0.93 ,$1.48 ,$0.55 ,$28.82 
6113-1,11/10/2015,2015,Chuck Clark,101 Murray Street,Perth,WA,Corporate,Tina Carlton,Medium,Smiths File Caddy,Office Supplies,Small Box,24,$4.03 ,$9.38 ,$5.35 ,$221.14 
6114-1,11/11/2015,2015,Nora Price,"7 Khartoum Rd,Macquarie Park",Sydney,NSW,Home Office,Preston Senome,High,Artisan 479 Labels,Office Supplies,Small Box,40,$1.59 ,$2.61 ,$1.02 ,$101.77 
6116-1,11/12/2015,2015,Michael Oakman,"8 Rankins Lane ,Melbourne",Melbourne,VIC,Small Business,Connor Betts,Not Specified,Apex Box Cutter Scissors,Office Supplies,Small Pack,46,$4.19 ,$10.23 ,$6.04 ,$437.61 
6118-1,11/15/2015,2015,Alan Hwang,"223 Barkly St,St Kilda",Melbourne,VIC,Corporate,Yvette Biti,Low,Smiths Bulk Pack Metal Binder Clips,Office Supplies,Wrap Bag,41,$3.95 ,$6.08 ,$2.13 ,$243.62 
6119-1,11/16/2015,2015,Jenna Caffey,"470 Anzac Parade,Kingsford",Sydney,NSW,Consumer,Tina Carlton,Critical,"Smiths Pen Style Liquid Stix; Assorted (yellow, pink, green, blue, orange), 5/Pack",Office Supplies,Wrap Bag,22,$3.88 ,$6.47 ,$2.59 ,$137.87 
6121-1,11/17/2015,2015,Beth Fritzler,"32/82 King Street, Perth",Sydney,NSW,Small Business,Phoebe Gour,Critical,Apex Box Cutter Scissors,Office Supplies,Small Pack,16,$4.19 ,$10.23 ,$6.04 ,$165.09 
6123-1,11/17/2015,2015,Shahid Hopkins,"438 Victoria Avenue,Chatswood",Sydney,NSW,Small Business,Natasha Song,Low,Beekin 6 Outlet Metallic Surge Strip,Office Supplies,Small Box,10,$4.46 ,$10.89 ,$6.43 ,$102.51 
6124-1,11/20/2015,2015,Lycoris Saunders,"501 George St,Sydney",Sydney,NSW,Home Office,Samantha Chairs,High,Artisan 481 Labels,Office Supplies,Small Box,11,$1.94 ,$3.08 ,$1.14 ,$31.82 
6125-1,11/22/2015,2015,Ellis Ballard,"53-55 Liverpool St,Sydney",Sydney,NSW,Corporate,Tina Carlton,Medium,Pizazz Drawing Pencil Set,Office Supplies,Wrap Bag,21,$1.53 ,$2.78 ,$1.25 ,$56.22 
6127-1,11/24/2015,2015,Henry Goldwyn,"541 Church St,Richmond",Melbourne,VIC,Small Business,Yvette Biti,Low,Adesso Programmable 142-Key Keyboard,Technology,Small Box,17,$39.64 ,$152.48 ,$112.84 ,"$2,494.97 "
6128-1,11/28/2015,2015,Dennis Bolton,"8 Quay Street,Haymarket",Sydney,NSW,Small Business,Leighton Forrest,Critical,"Smiths Pen Style Liquid Stix; Assorted (yellow, pink, green, blue, orange), 5/Pack",Office Supplies,Wrap Bag,16,$3.88 ,$6.47 ,$2.59 ,$103.70 
6130-1,11/30/2015,2015,Paul MacIntyre,"60 Commercial Rd,Prahran",Melbourne,VIC,Corporate,Yvette Biti,High,Artisan Arch Ring Binders,Office Supplies,Small Box,27,$36.02 ,$58.10 ,$22.08 ,"$1,460.38 "
6132-1,11/30/2015,2015,Julie Creighton,"22 Civic Rd,Auburn",Sydney,NSW,Corporate,Mihael Khan,Not Specified,DrawIt Colored Pencils,Office Supplies,Wrap Bag,30,$4.37 ,$9.11 ,$4.74 ,$267.35 
6134-1,12/4/2015,2015,Lindsay Castell,"Qantas Domestic Terminal,Mascot",Sydney,NSW,Small Business,Phoebe Gour,High,Artisan 474 Labels,Office Supplies,Small Box,28,$1.84 ,$2.88 ,$1.04 ,$73.57 
6135-1,12/6/2015,2015,Erin Creighton,"523 King St,Newtown",Sydney,NSW,Corporate,Aanya Zhang,Low,Pizazz Drawing Pencil Set,Office Supplies,Wrap Bag,39,$1.17 ,$2.78 ,$1.61 ,$104.20 
6136-1,12/6/2015,2015,Dan Lawera,"Macquarie Centre Cnr Herring Road & Waterloo Road,Macquarie Park",Sydney,NSW,Corporate,Nicholas Fernandes,Not Specified,Smiths General Use 3-Ring Binders,Office Supplies,Small Box,20,$1.18 ,$1.88 ,$0.70 ,$36.46 
6138-1,12/8/2015,2015,Valerie Dominguez,37/59 Brewer Street,Perth,WA,Corporate,Tina Carlton,Low,Smiths Metal Binder Clips,Office Supplies,Wrap Bag,26,$1.60 ,$2.62 ,$1.02 ,$63.47 
6140-1,12/9/2015,2015,Craig Carroll,"99 Lygon Street,East Brunswick",Melbourne,VIC,Corporate,Connor Betts,High,12 Colored Short Pencils,Office Supplies,Wrap Bag,14,$1.09 ,$2.60 ,$1.51 ,$35.89 
6141-1,12/9/2015,2015,Vivek Grady,"99 Lygon Street,East Brunswick",Melbourne,VIC,Home Office,Connor Betts,Medium,Alliance Rubber Bands,Office Supplies,Wrap Bag,6,$0.32 ,$1.68 ,$1.36 ,$10.60 
6143-1,12/16/2015,2015,Patrick OBrill,27/580 Hay Street,Perth,WA,Home Office,Tina Carlton,Critical,Beekin 105-Key Black Keyboard,Technology,Small Box,18,$6.39 ,$19.98 ,$13.59 ,$349.25 
6143-2,12/16/2015,2015,Patrick OBrill,27/580 Hay Street,Perth,WA,Home Office,Tina Carlton,Critical,"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins",Office Supplies,Small Box,46,$14.95 ,$34.76 ,$19.81 ,"$1,463.27 "
6144-1,12/16/2015,2015,Charles Crestani,"Sydney Fish Market, Bank Street, Sydney",Sydney,NSW,Consumer,Phoebe Gour,Medium,Multimedia Mailers,Office Supplies,Small Box,41,$99.39 ,$162.93 ,$63.54 ,"$6,633.32 "
6146-1,12/19/2015,2015,Olvera Toch,"3 Carrington Road ,Box Hill",Melbourne,VIC,Home Office,Yvette Biti,Not Specified,Alto Memo Cubes,Office Supplies,Wrap Bag,25,$3.32 ,$5.18 ,$1.86 ,$118.59 
6148-1,12/19/2015,2015,Lena Creighton,"127 Liverpool St,Sydney",Sydney,NSW,Corporate,Samantha Chairs,Critical,Beekin 6 Outlet Metallic Surge Strip,Office Supplies,Small Box,30,$4.46 ,$10.89 ,$6.43 ,$305.06 
6150-1,12/22/2015,2015,Carol Triggs,15 Aberdeen Street,Perth,WA,Home Office,Radhya Staples,Not Specified,600 Series Non-Flip,Technology,Small Box,11,$19.78 ,$45.99 ,$26.21 ,$475.47 
6151-1,12/24/2015,2015,Sarah Foster,"Sydney Fish Market, Bank Street, Sydney",Sydney,NSW,Corporate,Phoebe Gour,Critical,Smiths General Use 3-Ring Binders,Office Supplies,Small Box,39,$1.18 ,$1.88 ,$0.70 ,$69.68 
6152-1,12/25/2015,2015,Art Miller,"14 Money Street, Perth",Sydney,NSW,Corporate,Leighton Forrest,Low,HFX LaserJet 3310 Copier,Technology,Large Box,17,$377.99 ,$599.99 ,$222.00 ,"$9,408.33 "
6154-1,12/25/2015,2015,Karl Brown,"470 Anzac Parade,Kingsford",Sydney,NSW,Corporate,Tina Carlton,High,Pizazz Dustless Chalk Sticks,Office Supplies,Wrap Bag,24,$1.09 ,$1.68 ,$0.59 ,$39.30 
6155-1,12/28/2015,2015,Gary McGarr,"10 Bligh St,Melbourne",Melbourne,VIC,Home Office,Yvette Biti,High,1726 Digital Answering Machine,Technology,Medium Box,30,$8.82 ,$20.99 ,$12.17 ,$615.62 
6157-1,12/28/2015,2015,Ken Dana,"73 York St,Sydney",Sydney,NSW,Small Business,Tina Carlton,Critical,Smiths General Use 3-Ring Binders,Office Supplies,Small Box,1,$1.18 ,$1.88 ,$0.70 ,$3.20 
6158-1,12/28/2015,2015,Sally Knutson,32/82 King Street,Perth,WA,Corporate,Mihael Khan,Low,Steady 52201 APSCO Electric Pencil Sharpener,Office Supplies,Small Pack,49,$16.80 ,$40.97 ,$24.17 ,"$1,815.77 "
6159-1,12/31/2015,2015,Matt Collister,1/20 Pendal Lane,Perth,WA,Home Office,Natasha Song,High,"Angle-D Binders with Locking Rings, Label Holders",Office Supplies,Small Box,38,$4.53 ,$7.30 ,$2.77 ,$271.25 
6159-2,12/31/2015,2015,Matt Collister,1/20 Pendal Lane,Perth,WA,Home Office,Natasha Song,Medium,Artisan 487 Labels,Office Supplies,Small Box,41,$2.29 ,$3.69 ,$1.40 ,$150.28 
6159-2,12/31/2015,2015,Matt Collister,1/20 Pendal Lane,Perth,WA,Home Office,Natasha Song,High,DrawIt Colored Pencils,Office Supplies,Wrap Bag,21,$4.37 ,$9.11 ,$4.74 ,$187.82 
6165-1,1/2/2016,2016,Bart Folk,"10/145 Newcastle Street, Perth",Sydney,NSW,Corporate,Preston Senome,Not Specified,TechSavi Cordless Access Keyboard,Technology,Small Box,14,$14.70 ,$29.99 ,$15.29 ,$408.57 
6166-1,1/9/2016,2016,Lena Creighton,"127 Liverpool St,Sydney",Sydney,NSW,Home Office,Samantha Chairs,High,Steady Liquid Accent Highlighters,Office Supplies,Wrap Bag,10,$3.47 ,$6.68 ,$3.21 ,$62.96 
6167-1,1/12/2016,2016,Dave Hallsten,"1 John St,Waterloo",Sydney,NSW,Home Office,Charlie Bui,High,Artisan Legal 4-Ring Binder,Office Supplies,Small Box,34,$13.64 ,$20.98 ,$7.34 ,$664.88 
6168-1,1/17/2016,2016,Art Foster,"14 Money Street, Perth",Sydney,NSW,Home Office,Stevie Bacata,High,"Laser Neon Mac Format Diskettes, 10/Pack",Technology,Small Pack,47,$1.87 ,$8.12 ,$6.25 ,$357.76 
6169-1,1/17/2016,2016,Cyra Reiten,"Westfield 1 Anderson St,Chatswood",Sydney,NSW,Consumer,Nicholas Fernandes,Medium,"Laser Neon Mac Format Diskettes, 10/Pack",Technology,Small Pack,36,$1.87 ,$8.12 ,$6.25 ,$265.92 
6170-1,1/17/2016,2016,Maria Bertelson,"188 Pitt Street,Sydney",Sydney,NSW,Home Office,Tina Carlton,Medium,Smiths SlimLine Pencil Sharpener,Office Supplies,Small Pack,28,$4.79 ,$11.97 ,$7.18 ,$330.92 
6172-1,1/18/2016,2016,Nicole Brennan,"310 Wattle St,Ultimo",Sydney,NSW,Home Office,Aanya Zhang,Not Specified,TechSavi Access Keyboard,Technology,Small Box,4,$8.31 ,$15.98 ,$7.67 ,$64.67 
6174-1,1/19/2016,2016,Tamara Willingham,"Sydney Fish Market, Bank Street, Sydney",Sydney,NSW,Corporate,Phoebe Gour,High,Beekin 6 Outlet Metallic Surge Strip,Office Supplies,Small Box,25,$4.46 ,$10.89 ,$6.43 ,$268.58 
6175-1,1/19/2016,2016,Sue Ann Reed,"501 George St,Sydney",Sydney,NSW,Consumer,Samantha Chairs,Critical,Office Shears by Apex,Office Supplies,Small Pack,33,$0.94 ,$2.08 ,$1.14 ,$67.77 
6176-1,1/19/2016,2016,Justin MacKendrick,"53-55 Liverpool Street,Sydney",Sydney,NSW,Corporate,Tina Carlton,Critical,UGen Ultra Professional Cordless Optical Suite,Technology,Small Box,43,$156.50 ,$300.97 ,$144.47 ,"$11,913.55 "
6177-1,1/24/2016,2016,Joy Bell,"Westfield Miranda, 600 Kingsway,Miranda",Sydney,NSW,Home Office,Preston Senome,Critical,Apex Straight Scissors,Office Supplies,Small Pack,50,$5.19 ,$12.98 ,$7.79 ,$600.22 
6179-1,1/26/2016,2016,Aleksandra Gannaway,"508/130 Mounts Bay Road, Perth",Perth,WA,Corporate,Tina Carlton,High,"Message Book, One Form per Page",Office Supplies,Wrap Bag,16,$2.41 ,$3.71 ,$1.30 ,$55.35 
6181-1,1/28/2016,2016,Patrick ODonnell,"21 Wentworth St,Parramatta",Sydney,NSW,Home Office,Aanya Zhang,Medium,Adesso Programmable 142-Key Keyboard,Technology,Small Box,27,$39.64 ,$152.48 ,$112.84 ,"$3,711.76 "
6183-1,1/28/2016,2016,Noel Staavos,10/145 Newcastle Street,Perth,WA,Home Office,Mihael Khan,Critical,Unpadded Memo Slips,Office Supplies,Wrap Bag,41,$2.59 ,$3.98 ,$1.39 ,$149.83 
6184-1,1/29/2016,2016,Bryan Spruell,"1 John Street,Waterloo",Sydney,NSW,Home Office,Charlie Bui,Not Specified,Pizazz Drawing Pencil Set,Office Supplies,Wrap Bag,38,$1.53 ,$2.78 ,$1.25 ,$106.98 
